ont_ene,ont_10s,ont_10n,ont_30r
100.83,1.33,0.15,0.15
99.73,1.33,0.15,0.15
99.75,1.25,0.15,0.15
87.39,1.34,0.15,0.15
87.39,1.34,0.15,0.15
82.38,1.34,0.15,0.15
82.38,1.34,0.15,0.15
82.38,1.34,0.15,0.15
74.74,1.35,0.15,0.15
73.5,0.15,0.12,0.12
73.43,0.15,0.1,0.1
73.3,0.15,0.1,0.1
