ont_ene,ont_10s,ont_10n,ont_30r
71.1,1.24,0.27,0.27
56,1.24,0.27,0.27
14.39,1.28,0.27,0.27
14.39,1.28,0.27,0.27
14.39,1.28,0.27,0.27
14.39,1.28,0.27,0.27
14.39,1.28,0.27,0.27
14.39,1.28,0.27,0.27
13.39,1.28,0.27,0.27
13.38,1.28,0.27,0.27
13.39,1.28,0.27,0.27
14.39,1.28,0.27,0.27
