ont_ene,ont_10s,ont_10n,ont_30r
14.35,1.42,0.16,0.16
14.33,1.42,0.16,0.16
14.34,1.42,0.16,0.16
14.34,1.42,0.16,0.16
14.35,1.42,0.16,0.16
14.34,1.42,0.16,0.16
14.35,1.42,0.16,0.16
14.35,1.42,0.16,0.16
14.37,1.42,0.16,0.16
14.37,1.42,0.16,0.16
14.38,1.42,0.16,0.16
14.4,1.42,0.16,0.16
