ont_ene,ont_10s,ont_10n,ont_30r
73.12,0.96,0.16,0.1
73.22,0.41,0.16,0.1
73.23,0.4,0.16,0.1
73.11,0.95,0.16,0.1
71.64,8.32,0.16,0.1
72.12,0.17,0.16,0.1
14.4,4.75,0.16,0.1
73.22,9.91,0.16,0.1
14.4,4.75,0.16,0.1
14.4,4.75,0.16,0.1
13.39,4.75,0.16,0.1
13.37,4.75,0.16,0.1
