ont_ene,ont_10s,ont_10n,ont_30r
75.2,1.25,0.75,0.75
81.06,1.32,0.75,0.75
95.2,1.31,0.75,0.75
81.07,1.32,0.75,0.75
81.07,1.32,0.75,0.75
81.07,1.32,0.75,0.75
81.06,1.32,0.75,0.75
81.06,1.25,0.75,0.75
95.2,1.25,0.75,0.75
81.06,1.32,0.75,0.75
95.2,1.31,0.75,0.75
81.07,1.32,0.75,0.75
