ont_ene,ont_10s,ont_10n,ont_30r
77.48,0.15,0.1,0.1
79.59,0.15,0.1,0.1
79.58,0.16,0.16,0.1
79.59,0.16,0.16,0.1
79.59,0.16,0.16,0.1
79.59,0.16,0.16,0.1
79.61,0.16,0.16,0.1
79.74,0.17,0.16,0.16
80.99,1.38,0.16,0.16
82.02,1.38,0.16,0.16
82.02,1.38,0.16,0.16
82.02,1.38,0.16,0.16
