ont_ene,ont_10s,ont_10n,ont_30r
15.56,1.18,0.15,0.15
15.55,1.17,0.15,0.15
15.8,1.4,0.15,0.15
15.57,1.18,0.15,0.15
15.56,1.18,0.15,0.15
15,0.62,0.15,0.15
14.62,0.24,0.15,0.15
15,0.62,0.15,0.15
14.61,0.24,0.15,0.15
15,0.62,0.15,0.15
14.62,0.24,0.15,0.15
14.53,0.15,0.15,0.15
