ont_ene,ont_10s,ont_10n,ont_30r
94.04,1.34,0.75,0.75
95.28,1.34,1.34,1.34
110.48,1.5,1.5,1.5
124.09,9.99,9.99,9.99
151.99,30,30,30
153.31,31.31,30.1,30
166.39,31.31,30.1,30
166.39,31.31,30.1,30
169.13,34.05,30.1,30
169.13,34.05,30.1,30
169.14,34.05,30.1,30
200,64.92,30.1,30
