mkt_date,mkt_he,dacp_flag,file_ver,created_at,ont_cap,ont_ene,int_nuc_cap,int_nuc_out,int_nuc_off,int_nuc_sch,int_gas_cap,int_gas_out,int_gas_off,int_gas_sch,int_hyd_cap,int_hyd_out,int_hyd_for,int_hyd_off,int_hyd_sch,int_win_cap,int_win_out,int_win_for,int_win_sch,int_sol_cap,int_sol_out,int_sol_for,int_sol_sch,int_bio_cap,int_bio_out,int_bio_off,int_bio_sch,int_oth_cap,int_oth_out,int_oth_off,int_oth_sch,int_tot_out,int_tot_off,int_tot_sch,imp_man_off,imp_man_sch,imp_min_off,imp_min_sch,imp_mic_off,imp_mic_sch,imp_new_off,imp_new_sch,imp_que_off,imp_que_sch,imp_tot_off,imp_tot_sch,imp_tot_est,imp_tot_cap,ont_bot_cap,ont_reg,ont_tot_sup,ont_for_dem,ont_peak_dem,ont_avg_dem,ont_emb_wind,ont_emb_sol,ont_disp_cap,ont_disp_bid,ont_disp_on,ont_disp_off,ont_hdr_bid,ont_hdr_sch,ont_hdr_cur,exp_man_bid,exp_man_sch,exp_min_bid,exp_min_sch,exp_mic_bid,exp_mic_sch,exp_new_bid,exp_new_sch,exp_que_bid,exp_que_sch,exp_tot_bid,exp_tot_sch,exp_tot_cap,grh_tot,grh_min_10n,grh_min_10s,grh_lfu,grh_add,total_req,cap_excess,energy_excess,offered_cap_excess,res_not_sch,imp_not_sch
2022-09-09,1,,,2022-08-21T15:36:37,37459,24096,13081,3645,,,10679,2107,,,7946,2260,3625,,,4943,3732,1211,,478,478,0,,315,78,,,17,0,,,12782,,,,,,,,,,,,,,,2000,100,1000,100,25677,13089,,13089,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,14855,10822,11132,,,
2022-09-09,2,,,2022-08-21T15:36:37,37459,23976,13081,3645,,,10679,2107,,,7946,2260,3505,,,4943,3732,1211,,478,478,0,,315,78,,,17,0,,,12782,,,,,,,,,,,,,,,2000,100,1000,100,25677,12675,,12675,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,14441,11236,11426,,,
2022-09-09,3,,,2022-08-21T15:36:37,37459,23965,13081,3645,,,10679,2107,,,7946,2260,3494,,,4943,3732,1211,,478,478,0,,315,78,,,17,0,,,12782,,,,,,,,,,,,,,,2000,100,1000,100,25677,12450,,12450,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,14216,11462,11641,,,
2022-09-09,4,,,2022-08-21T15:36:37,37459,24014,13081,3645,,,10679,2107,,,7946,2256,3543,,,4943,3732,1211,,478,478,0,,315,78,,,17,0,,,12778,,,,,,,,,,,,,,,2000,100,1000,100,25680,12456,,12456,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,14222,11459,11684,,,
2022-09-09,5,,,2022-08-21T15:36:37,37459,24035,13081,3645,,,10679,2107,,,7946,2256,3564,,,4943,3732,1211,,478,478,0,,315,78,,,17,0,,,12778,,,,,,,,,,,,,,,2000,100,1000,100,25680,12941,,12941,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,14706,10974,11220,,,
2022-09-09,6,,,2022-08-21T15:36:37,37459,24210,13081,3645,,,10679,2107,,,7946,2256,3739,,,4943,3732,1211,,478,478,0,,315,78,,,17,0,,,12778,,,,,,,,,,,,,,,2000,100,1000,100,25680,14194,,14194,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,15960,9720,10141,,,
2022-09-09,7,,,2022-08-21T15:36:37,37459,24260,13081,3645,,,10679,2107,,,7946,1627,3789,,,4943,3732,1211,,478,478,0,,315,78,,,17,0,,,12161,,,,,,,,,,,,,,,2000,100,1000,100,26297,15597,,15597,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,17363,8934,8788,,,
2022-09-09,8,,,2022-08-21T15:36:37,37459,24203,13081,3645,,,10679,2107,,,7946,1626,3725,,,4943,3732,1211,,478,478,0,,315,71,,,17,0,,,12153,,,,,,,,,,,,,,,2000,100,1000,100,26305,16223,,16223,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,17988,8317,8106,,,
2022-09-09,9,,,2022-08-21T15:36:37,37459,24120,13081,3645,,,10679,2107,,,7946,1626,3637,,,4943,3732,1211,,478,478,0,,315,66,,,17,0,,,12148,,,,,,,,,,,,,,,2000,100,1000,100,26310,16584,,16584,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,18350,7960,7661,,,
2022-09-09,10,,,2022-08-21T15:36:37,37459,24109,13081,3645,,,10679,2107,,,7946,1632,3626,,,4943,3732,1211,,478,478,0,,315,66,,,17,0,,,12154,,,,,,,,,,,,,,,2000,100,1000,100,26304,16850,,16850,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,18616,7688,7384,,,
2022-09-09,11,,,2022-08-21T15:36:37,37459,24861,13081,3645,,,10679,2107,,,7946,1628,4378,,,4943,3732,1211,,478,478,0,,315,66,,,17,0,,,12151,,,,,,,,,,,,,,,2000,100,1000,100,26308,16871,,16871,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,18637,7671,8115,,,
2022-09-09,12,,,2022-08-21T15:36:37,37459,24494,13081,3645,,,10679,2107,,,7946,1628,4011,,,4943,3732,1211,,478,478,0,,315,66,,,17,0,,,12151,,,,,,,,,,,,,,,2000,100,1000,100,26308,17070,,17070,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,18836,7472,7549,,,
2022-09-09,13,,,2022-08-21T15:36:37,37459,24605,13081,3645,,,10679,2107,,,7946,1628,3972,,,4943,3732,1211,,478,478,0,,315,66,,,17,0,,,12151,,,,,,,,,,,,,,,2000,250,1000,100,26458,17320,,17320,,,513,125,,,500,,,,,,,,,,,,,,,0,1418,945,236,0,473,18586,7872,7910,,,
2022-09-09,14,,,2022-08-21T15:36:37,37459,24992,13081,3645,,,10679,2107,,,7946,1628,4359,,,4943,3732,1211,,478,478,0,,315,66,,,17,0,,,12151,,,,,,,,,,,,,,,2000,250,1000,100,26458,17153,,17153,,,513,125,,,500,,,,,,,,,,,,,,,0,1418,945,236,0,473,18419,8039,8464,,,
2022-09-09,15,,,2022-08-21T15:36:37,37459,25169,13081,3645,,,10679,2107,,,7946,1628,4536,,,4943,3732,1211,,478,478,0,,315,66,,,17,0,,,12151,,,,,,,,,,,,,,,2000,250,1000,100,26458,17289,,17289,,,513,125,,,500,,,,,,,,,,,,,,,0,1418,945,236,0,473,18555,7903,8505,,,
2022-09-09,16,,,2022-08-21T15:36:37,37459,25357,13081,3645,,,10679,2107,,,7946,1606,4724,,,4943,3732,1211,,478,478,0,,315,66,,,17,0,,,12129,,,,,,,,,,,,,,,2000,250,1000,100,26479,17713,,17713,,,513,125,,,500,,,,,,,,,,,,,,,0,1418,945,236,0,473,18978,7501,8270,,,
2022-09-09,17,,,2022-08-21T15:36:37,37459,25576,13081,3645,,,10679,2107,,,7946,1606,4943,,,4943,3732,1211,,478,478,0,,315,66,,,17,0,,,12129,,,,,,,,,,,,,,,2000,250,1000,100,26479,18115,,18115,,,513,125,,,500,,,,,,,,,,,,,,,0,1418,945,236,0,473,19381,7098,8086,,,
2022-09-09,18,,,2022-08-21T15:36:37,37459,25587,13081,3645,,,10679,2107,,,7946,1618,4954,,,4943,3732,1211,,478,478,0,,315,66,,,17,0,,,12141,,,,,,,,,,,,,,,2000,250,1000,100,26467,17761,,17761,,,513,125,,,500,,,,,,,,,,,,,,,0,1418,945,236,0,473,19027,7440,8451,,,
