mkt_date,mkt_he,dacp_flag,file_ver,created_at,ont_cap,ont_ene,int_nuc_cap,int_nuc_out,int_nuc_off,int_nuc_sch,int_gas_cap,int_gas_out,int_gas_off,int_gas_sch,int_hyd_cap,int_hyd_out,int_hyd_for,int_hyd_off,int_hyd_sch,int_win_cap,int_win_out,int_win_for,int_win_sch,int_sol_cap,int_sol_out,int_sol_for,int_sol_sch,int_bio_cap,int_bio_out,int_bio_off,int_bio_sch,int_oth_cap,int_oth_out,int_oth_off,int_oth_sch,int_tot_out,int_tot_off,int_tot_sch,imp_man_off,imp_man_sch,imp_min_off,imp_min_sch,imp_mic_off,imp_mic_sch,imp_new_off,imp_new_sch,imp_que_off,imp_que_sch,imp_tot_off,imp_tot_sch,imp_tot_est,imp_tot_cap,ont_bot_cap,ont_reg,ont_tot_sup,ont_for_dem,ont_peak_dem,ont_avg_dem,ont_emb_wind,ont_emb_sol,ont_disp_cap,ont_disp_bid,ont_disp_on,ont_disp_off,ont_hdr_bid,ont_hdr_sch,ont_hdr_cur,exp_man_bid,exp_man_sch,exp_min_bid,exp_min_sch,exp_mic_bid,exp_mic_sch,exp_new_bid,exp_new_sch,exp_que_bid,exp_que_sch,exp_tot_bid,exp_tot_sch,exp_tot_cap,grh_tot,grh_min_10n,grh_min_10s,grh_lfu,grh_add,total_req,cap_excess,energy_excess,offered_cap_excess,res_not_sch,imp_not_sch
2022-08-14,1,,,2022-08-14T23:56:35,37466,22399,13081,2737,10622,10405,10679,1049,3321,126,7954,2406,3694,5124,3137,4943,4847,96,96,478,478,0,0,315,72,28,28,17,0,0,0,12075,19190,13791,0,0,70,0,140,0,0,0,1933,731,2143,731,0,0,1524,100,23767,12879,12996,12879,5,0,513,196,-100,96,0,0,0,0,0,128,0,1363,-1000,1190,-600,1594,-480,4275,-2080,0,1418,945,236,0,0,14201,9566,9520,7115,5498,1412
2022-08-14,2,,,2022-08-14T23:56:35,37466,22283,13081,2742,10622,10405,10679,1049,3322,126,7954,2406,3551,5138,3139,4943,4814,129,96,478,478,0,0,315,72,28,28,17,0,0,0,12048,19237,13794,0,0,70,0,140,0,0,0,1844,255,2054,255,0,0,1524,100,23794,12410,12645,12410,9,0,513,193,-97,96,0,0,0,0,0,128,0,1375,-984,1134,-388,1812,-648,4449,-2020,0,1418,945,236,0,0,13732,10062,9873,7421,5540,1799
2022-08-14,3,,,2022-08-14T23:56:35,37466,22335,13081,2742,10622,10405,10679,1049,3333,126,7954,2406,3558,5139,3139,4943,4769,173,122,478,478,0,0,315,72,28,28,17,0,0,0,12004,19295,13820,0,0,70,0,140,0,0,0,1844,37,2054,37,0,0,1524,100,23838,12014,12212,12014,7,0,513,193,-97,96,0,0,0,0,0,128,-108,1375,-1000,929,-592,1833,-623,4265,-2323,0,1418,945,236,0,0,13336,10502,10321,7912,5571,2017
2022-08-14,4,,,2022-08-14T23:56:35,37466,22322,13081,2742,10622,10400,10679,1049,3333,126,7954,2406,3565,5130,3140,4943,4775,168,179,478,478,0,0,315,87,13,13,17,0,0,0,12024,19266,13858,0,0,70,0,140,0,4,0,1844,37,2058,37,0,0,1524,100,23818,11895,11955,11895,9,0,513,193,-129,64,0,0,0,0,0,278,-74,1375,-1000,1033,-600,1854,-779,4540,-2453,0,1418,945,236,0,0,13249,10569,10427,8144,5537,2021
2022-08-14,5,,,2022-08-14T23:56:35,37466,22338,13081,2742,10622,10400,10679,1049,3334,126,7954,2406,3567,5142,3143,4943,4760,183,198,478,478,0,0,315,87,13,13,17,0,0,0,12009,19294,13880,0,0,70,0,140,0,0,0,1844,194,2054,194,0,0,1524,100,23832,12273,12370,12273,14,0,513,193,-97,96,0,0,0,0,0,278,-59,1475,-834,1148,-528,2036,-870,4937,-2291,0,1418,945,236,0,0,13595,10237,10065,7753,5511,1860
2022-08-14,6,,,2022-08-14T23:56:35,37466,22732,13081,2742,10622,10400,10679,1049,3336,126,7954,2406,3905,5142,3095,4943,4706,237,233,478,477,1,1,315,87,13,13,17,0,0,0,11955,19350,13868,0,0,70,0,140,0,0,0,1844,644,2054,644,0,0,1524,100,23886,12467,12624,12467,16,7,513,193,-97,96,0,0,0,0,0,128,-59,1525,-1000,1043,-600,2015,-830,4711,-2489,0,1418,945,236,0,0,13789,10097,10265,7554,5578,1410
2022-08-14,7,,,2022-08-14T23:56:35,37466,23005,13081,2742,10622,10400,10679,1049,3307,126,7954,1954,4149,5100,3133,4943,4709,233,275,478,444,34,34,315,87,13,13,17,0,0,0,11483,19309,13981,0,0,70,0,140,0,0,0,1844,1020,2054,1020,0,0,1524,100,24358,13117,13117,12780,20,90,513,190,-94,96,0,0,0,0,0,108,-19,1478,-1000,1169,-600,1967,-811,4722,-2430,0,1418,945,236,0,0,14439,9919,9888,7018,5422,1034
2022-08-14,8,,,2022-08-14T23:56:35,37466,22612,13081,2742,10622,10400,10679,1049,3320,220,7954,1954,3762,5095,3301,4943,4691,252,215,478,367,111,112,315,82,18,18,17,0,0,0,11382,19418,14266,0,0,60,0,140,0,0,0,1933,1098,2133,1098,0,0,1631,100,24352,13761,13761,13453,25,282,513,190,-94,96,0,0,0,0,0,108,-39,1510,-1000,1134,-600,1569,-450,4321,-2089,0,1418,945,236,0,0,15083,9269,8851,6562,5246,1035
2022-08-14,9,,,2022-08-14T23:56:35,37466,23033,13081,2742,10622,10400,10679,1049,3313,166,7954,1954,4038,5090,3153,4943,4651,292,214,478,270,208,207,315,74,26,26,17,0,0,0,11240,19550,14165,0,0,60,0,140,0,0,0,1544,915,1744,915,0,0,1631,100,24494,13819,14118,13819,12,494,513,187,-91,96,0,0,0,0,0,178,-50,1200,-1000,1039,-567,1450,-228,3867,-1845,0,1418,945,236,0,0,15141,9353,9214,5945,5476,829
2022-08-14,10,,,2022-08-14T23:56:35,37466,22950,13081,2742,10622,10400,10679,1113,3632,564,7954,1959,4048,5081,3201,4943,4742,201,262,478,208,271,283,315,74,26,26,17,0,0,0,11336,19831,14737,0,0,60,0,280,0,0,0,2243,959,2583,959,0,0,1631,100,24398,14317,14541,14317,9,700,513,187,-91,96,0,0,0,0,0,128,0,1200,-1000,937,-600,1371,-257,3636,-1857,0,1418,945,236,0,0,15639,8759,8633,6642,5185,1624
2022-08-14,11,,,2022-08-14T23:56:35,37466,22863,13081,2742,10622,10400,10679,1113,3837,1117,7954,1955,4031,5097,3236,4943,4853,90,90,478,167,311,303,315,74,26,26,17,0,0,0,11401,19983,15172,0,0,60,0,560,0,0,0,1843,875,2463,875,0,0,1631,100,24333,14765,14998,14765,8,766,513,187,-91,96,0,0,0,0,0,168,-50,1238,-1000,714,-503,1371,-257,3491,-1810,0,1418,945,236,0,0,16087,8246,8098,6217,4902,1588
2022-08-14,12,,,2022-08-14T23:56:35,37466,23114,13081,2742,10622,10400,10679,1113,3835,1131,7954,1955,4259,5101,3236,4943,4843,100,100,478,154,324,326,315,74,26,26,17,0,0,0,11379,20007,15218,0,0,60,0,560,0,0,0,1865,1229,2485,1229,0,0,1631,100,24356,15431,15541,15431,9,777,513,187,-91,96,0,0,0,0,0,140,-12,1238,-1000,665,-390,1296,-104,3339,-1506,0,1418,945,236,0,0,16753,7603,7683,5720,4880,1256
2022-08-14,13,,,2022-08-14T23:56:35,37466,23240,13081,2742,10622,10400,10679,1113,3823,1659,7954,1955,4377,5101,3537,4943,4843,100,100,478,146,332,330,315,74,26,26,17,0,0,0,11371,20003,16051,0,0,60,0,560,0,0,0,1816,1229,2436,1229,0,0,1631,100,24363,15900,16003,15900,8,749,513,187,-91,96,348,-348,0,0,0,140,-12,1200,-1000,836,-339,1354,-104,3530,-1455,0,1418,945,236,0,0,17222,7141,7340,5553,4392,1207
2022-08-14,14,,,2022-08-14T23:56:35,37466,23356,13081,2742,10622,10400,10679,1113,3585,2002,7954,1955,4500,5321,3523,4943,4843,100,100,478,153,325,326,315,74,26,26,17,0,0,0,11378,19978,16376,0,0,60,0,560,0,0,0,1866,1279,2486,1279,0,0,1631,100,24356,16605,16695,16605,7,700,513,187,-91,96,348,-348,0,0,0,140,-12,1208,-1000,840,-314,1354,-104,3542,-1430,0,1418,945,236,0,0,17927,6429,6751,4886,4041,1207
2022-08-14,15,,,2022-08-14T23:56:35,37466,23476,13081,2742,10622,10400,10679,1113,3585,1762,7954,1955,4602,5321,3615,4943,4844,98,107,478,171,307,310,315,74,26,26,17,0,0,0,11398,19959,16219,0,0,60,0,560,0,0,0,1891,1604,2511,1604,0,0,1593,100,24374,16785,16906,16785,5,655,513,187,-91,96,348,-348,0,0,0,140,-12,1208,-1000,752,-255,1354,-104,3454,-1371,0,1418,945,236,0,0,18107,6267,6691,4681,4179,907
2022-08-14,16,,,2022-08-14T23:56:35,37466,23514,13081,2742,10622,10400,10679,1113,3625,2038,7954,1955,4690,5318,3728,4943,4843,100,100,478,223,255,262,315,74,231,26,17,0,0,0,11447,20151,16553,0,0,60,0,560,0,0,0,2004,1718,2624,1718,0,0,1593,100,24325,17226,17387,17226,7,562,513,187,-91,96,348,-348,0,0,0,128,0,1220,-1000,762,-265,1312,-153,3422,-1418,0,1418,945,236,0,0,18548,5777,6288,4505,4037,906
2022-08-14,17,,,2022-08-14T23:56:35,37466,23651,13081,2742,10622,10400,10679,1113,3625,2298,7954,1955,4886,5318,3966,4943,4823,120,120,478,302,176,180,315,74,231,56,17,0,0,0,11505,20091,17020,0,0,60,0,560,0,0,0,2004,1718,2624,1718,0,0,1593,100,24267,17798,17805,17798,9,396,513,187,-91,96,348,-348,0,0,0,128,0,1220,-874,805,-324,1352,-143,3505,-1341,0,1418,945,236,0,0,19120,5147,5853,4027,3510,906
2022-08-14,18,,,2022-08-14T23:56:35,37466,23492,13081,2767,10622,10400,10679,1113,3639,2389,7954,1955,4757,5311,3880,4943,4735,208,231,478,390,88,88,315,74,231,117,17,0,0,0,11529,20098,17105,0,0,60,0,560,0,0,0,2004,1718,2624,1718,0,0,1593,105,24238,17961,18029,17961,7,194,513,187,-91,96,348,-348,0,0,0,128,0,1301,-779,693,-342,1352,-143,3474,-1264,0,1418,945,236,0,0,19283,4955,5531,3810,3432,906
2022-08-14,19,,,2022-08-14T23:56:35,37466,23392,13081,2767,10622,10400,10679,1113,3642,2181,7954,2434,4757,5078,3844,4943,4768,175,236,478,457,21,21,315,74,231,72,17,0,0,0,12096,19768,16754,0,0,60,0,560,0,700,0,2032,1746,3352,1746,0,0,1593,105,23671,17582,17772,17582,7,55,513,187,-91,96,348,-348,0,0,0,128,0,1208,-987,606,-175,1352,-153,3294,-1315,0,1418,945,236,0,0,18904,4767,5810,4465,3453,1606
2022-08-14,20,,,2022-08-14T23:56:35,37466,23461,13081,2767,10622,10375,10679,1049,3942,2002,7954,2434,4773,5077,3806,4943,4759,184,247,478,477,1,1,315,74,231,72,17,0,0,0,12044,20057,16503,0,0,60,0,560,0,300,0,2032,1746,2952,1746,0,0,1593,105,23723,17152,17367,17152,8,4,513,187,-91,96,348,-348,0,0,0,128,-49,1238,-1000,1010,-350,1354,-153,3730,-1552,0,1418,945,236,0,0,18474,5249,6309,4759,3993,1206
2022-08-14,21,,,2022-08-14T23:56:35,37466,23060,13081,2767,10622,10375,10679,1078,3605,1437,7954,2430,4376,5075,3779,4943,4733,210,249,478,478,0,0,315,74,231,72,17,0,0,0,12044,19743,15912,0,0,60,0,280,0,300,0,2028,1742,2668,1742,0,0,1593,105,23723,16730,16941,16730,10,0,513,187,-91,96,348,-348,0,0,0,128,-49,1219,-1000,690,-180,1375,-153,3412,-1382,0,1418,945,236,0,0,18052,5671,6330,4587,4270,926
2022-08-14,22,,,2022-08-14T23:56:35,37466,23009,13081,2767,10622,10375,10679,1078,3617,561,7954,2430,4326,5072,3659,4943,4733,210,276,478,478,0,0,315,74,231,26,17,0,0,0,12045,19752,14896,0,0,60,0,280,0,300,0,1933,1646,2573,1646,0,0,1593,105,23723,15685,16208,15685,16,0,513,187,-91,96,0,0,0,0,0,128,-20,1118,-1000,705,-205,1354,-153,3305,-1378,0,1418,945,236,0,0,17007,6716,7324,4886,4947,927
