mkt_date,mkt_he,dacp_flag,file_ver,created_at,ont_cap,ont_ene,int_nuc_cap,int_nuc_out,int_nuc_off,int_nuc_sch,int_gas_cap,int_gas_out,int_gas_off,int_gas_sch,int_hyd_cap,int_hyd_out,int_hyd_for,int_hyd_off,int_hyd_sch,int_win_cap,int_win_out,int_win_for,int_win_sch,int_sol_cap,int_sol_out,int_sol_for,int_sol_sch,int_bio_cap,int_bio_out,int_bio_off,int_bio_sch,int_oth_cap,int_oth_out,int_oth_off,int_oth_sch,int_tot_out,int_tot_off,int_tot_sch,imp_man_off,imp_man_sch,imp_min_off,imp_min_sch,imp_mic_off,imp_mic_sch,imp_new_off,imp_new_sch,imp_que_off,imp_que_sch,imp_tot_off,imp_tot_sch,imp_tot_est,imp_tot_cap,ont_bot_cap,ont_reg,ont_tot_sup,ont_for_dem,ont_peak_dem,ont_avg_dem,ont_emb_wind,ont_emb_sol,ont_disp_cap,ont_disp_bid,ont_disp_on,ont_disp_off,ont_hdr_bid,ont_hdr_sch,ont_hdr_cur,exp_man_bid,exp_man_sch,exp_min_bid,exp_min_sch,exp_mic_bid,exp_mic_sch,exp_new_bid,exp_new_sch,exp_que_bid,exp_que_sch,exp_tot_bid,exp_tot_sch,exp_tot_cap,grh_tot,grh_min_10n,grh_min_10s,grh_lfu,grh_add,total_req,cap_excess,energy_excess,offered_cap_excess,res_not_sch,imp_not_sch
2022-09-05,1,,,2022-08-21T15:36:34,37459,24079,13081,3645,,,10679,2028,,,7946,2077,3537,,,4943,3732,1211,,478,478,0,,315,87,,,17,0,,,12533,,,,,,,,,,,,,,,2000,100,1000,100,25925,11022,,11022,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,12788,13137,13182,,,
2022-09-05,2,,,2022-08-21T15:36:34,37459,23916,13081,3645,,,10679,2028,,,7946,2077,3374,,,4943,3732,1211,,478,478,0,,315,87,,,17,0,,,12533,,,,,,,,,,,,,,,2000,100,1000,100,25925,10649,,10649,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,12415,13510,13392,,,
2022-09-05,3,,,2022-08-21T15:36:34,37459,23900,13081,3645,,,10679,2028,,,7946,2077,3358,,,4943,3732,1211,,478,478,0,,315,87,,,17,0,,,12533,,,,,,,,,,,,,,,2000,100,1000,100,25925,10450,,10450,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,12216,13710,13576,,,
2022-09-05,4,,,2022-08-21T15:36:34,37459,23884,13081,3645,,,10679,2028,,,7946,2077,3342,,,4943,3732,1211,,478,478,0,,315,87,,,17,0,,,12533,,,,,,,,,,,,,,,2000,100,1000,100,25925,10413,,10413,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,12179,13746,13596,,,
2022-09-05,5,,,2022-08-21T15:36:34,37459,23999,13081,3645,,,10679,2028,,,7946,2077,3457,,,4943,3732,1211,,478,478,0,,315,87,,,17,0,,,12533,,,,,,,,,,,,,,,2000,100,1000,100,25925,10549,,10549,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,12315,13610,13575,,,
2022-09-05,6,,,2022-08-21T15:36:34,37459,24366,13081,3645,,,10679,2028,,,7946,2077,3824,,,4943,3732,1211,,478,478,0,,315,87,,,17,0,,,12533,,,,,,,,,,,,,,,2000,100,1000,100,25925,10826,,10826,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,12591,13334,13666,,,
2022-09-05,7,,,2022-08-21T15:36:34,37459,24455,13081,3645,,,10679,2028,,,7946,1452,3913,,,4943,3732,1211,,478,478,0,,315,87,,,17,0,,,11920,,,,,,,,,,,,,,,2000,100,1000,100,26538,10855,,10855,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,12621,13917,13725,,,
2022-09-05,8,,,2022-08-21T15:36:34,37459,24267,13081,3645,,,10679,2028,,,7946,1452,3720,,,4943,3732,1211,,478,478,0,,315,82,,,17,0,,,11916,,,,,,,,,,,,,,,2000,100,1000,100,26543,11404,,11404,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,13170,13373,12988,,,
2022-09-05,9,,,2022-08-21T15:36:34,37459,24271,13081,3645,,,10679,2028,,,7946,1452,3716,,,4943,3732,1211,,478,478,0,,315,74,,,17,0,,,11908,,,,,,,,,,,,,,,2000,100,1000,100,26550,12200,,12200,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,13966,12584,12196,,,
2022-09-05,10,,,2022-08-21T15:36:34,37459,24351,13081,3645,,,10679,2028,,,7946,1450,3796,,,4943,3732,1211,,478,478,0,,315,74,,,17,0,,,11906,,,,,,,,,,,,,,,2000,100,1000,100,26552,12957,,12957,,,513,125,,,0,,,,,,,,,,,,,,,0,1418,945,236,0,473,14723,11829,11519,,,
