mkt_date,mkt_he,dacp_flag,file_ver,created_at,ont_cap,ont_ene,int_nuc_cap,int_nuc_out,int_nuc_off,int_nuc_sch,int_gas_cap,int_gas_out,int_gas_off,int_gas_sch,int_hyd_cap,int_hyd_out,int_hyd_for,int_hyd_off,int_hyd_sch,int_win_cap,int_win_out,int_win_for,int_win_sch,int_sol_cap,int_sol_out,int_sol_for,int_sol_sch,int_bio_cap,int_bio_out,int_bio_off,int_bio_sch,int_oth_cap,int_oth_out,int_oth_off,int_oth_sch,int_tot_out,int_tot_off,int_tot_sch,imp_man_off,imp_man_sch,imp_min_off,imp_min_sch,imp_mic_off,imp_mic_sch,imp_new_off,imp_new_sch,imp_que_off,imp_que_sch,imp_tot_off,imp_tot_sch,imp_tot_est,imp_tot_cap,ont_bot_cap,ont_reg,ont_tot_sup,ont_for_dem,ont_peak_dem,ont_avg_dem,ont_emb_wind,ont_emb_sol,ont_disp_cap,ont_disp_bid,ont_disp_on,ont_disp_off,ont_hdr_bid,ont_hdr_sch,ont_hdr_cur,exp_man_bid,exp_man_sch,exp_min_bid,exp_min_sch,exp_mic_bid,exp_mic_sch,exp_new_bid,exp_new_sch,exp_que_bid,exp_que_sch,exp_tot_bid,exp_tot_sch,exp_tot_cap,grh_tot,grh_min_10n,grh_min_10s,grh_lfu,grh_add,total_req,cap_excess,energy_excess,offered_cap_excess,res_not_sch,imp_not_sch
2022-08-03,1,,,2022-08-03T23:56:57,37466,23020,13081,2715,10622,10355,10679,1139,4097,561,7954,2443,3641,5518,3764,4943,4143,799,795,478,478,0,0,315,87,13,13,17,0,0,0,11504,21048,15488,242,126,198,0,140,0,0,0,1958,1283,2538,1409,0,0,1470,100,24392,13989,14098,13989,16,0,513,221,-127,94,0,0,0,117,0,131,-56,1581,-1450,1964,-1190,1709,-595,5502,-3291,0,1418,945,236,0,0,15313,9079,9031,8291,5687,1129
2022-08-03,2,,,2022-08-03T23:56:57,37466,23140,13081,2715,10622,10355,10679,1139,3928,157,7954,2443,3520,5506,3802,4943,3902,1040,1029,478,478,0,0,315,87,13,13,17,0,0,0,11267,21109,15355,242,109,198,0,140,0,0,0,1958,935,2538,1044,0,0,1470,100,24628,13453,13721,13453,24,0,513,225,-127,98,0,0,0,137,-20,130,-20,1675,-1450,1920,-1200,1760,-614,5622,-3304,0,1418,945,236,0,0,14773,9855,9687,8732,5881,1494
2022-08-03,3,,,2022-08-03T23:56:57,37466,23430,13081,2715,10622,10355,10679,1139,3532,155,7954,2443,3493,5507,3800,4943,3585,1358,1236,478,478,0,0,315,87,13,13,17,0,0,0,10957,21031,15558,242,69,258,0,140,0,0,0,1958,348,2598,417,0,0,1470,100,24939,13110,13282,13110,36,0,513,225,-127,98,0,0,0,137,0,130,0,1750,-1450,1830,-1200,1785,-639,5632,-3289,0,1418,945,236,0,0,14430,10509,10320,9154,5599,2181
2022-08-03,4,,,2022-08-03T23:56:57,37466,23721,13081,2715,10622,10355,10679,1139,3572,155,7954,2443,3476,5514,3826,4943,3277,1665,1540,478,478,0,0,315,87,13,13,17,0,0,0,10655,21386,15888,242,4,258,0,144,0,0,0,2004,63,2648,67,0,0,1470,100,25241,12941,13328,12941,61,0,513,225,-127,98,0,0,0,161,-24,208,-50,1874,-1450,1870,-1200,1755,-679,5868,-3403,0,1418,945,236,0,0,14261,10980,10780,9512,5624,2581
2022-08-03,5,,,2022-08-03T23:56:57,37466,24032,13081,2715,10622,10355,10679,1139,3453,326,7954,2443,3531,5513,3826,4943,3022,1921,1796,478,478,0,0,315,87,13,13,17,0,0,0,10404,21522,16316,242,126,258,60,140,0,0,0,1977,295,2617,481,0,0,1470,100,25491,13732,13732,13364,85,0,513,225,-127,98,0,0,0,201,-65,228,-119,1859,-1450,1962,-1200,1755,-641,6005,-3475,0,1418,945,236,0,0,15052,10439,10300,9214,5333,2136
2022-08-03,6,,,2022-08-03T23:56:57,37466,24475,13081,2715,10622,10355,10679,1139,3894,504,7954,2443,3934,5514,3835,4943,2988,1955,1987,478,472,6,6,315,87,13,13,17,0,0,0,10365,22004,16700,166,51,198,4,140,0,0,0,1959,903,2463,958,0,0,1470,100,25530,14692,14692,14049,97,18,513,236,-124,112,0,0,0,225,-65,228,-58,1956,-1450,1890,-1200,1697,-650,5996,-3423,0,1418,945,236,0,0,15998,9532,9783,8593,5428,1505
2022-08-03,7,,,2022-08-03T23:56:57,37466,24852,13081,2715,10622,10355,10679,1139,4360,1303,7954,2767,4086,5659,4048,4943,2748,2195,1988,478,430,48,48,315,87,13,13,17,0,0,0,10405,22896,17754,214,84,198,12,140,0,0,0,1959,978,2511,1074,0,0,1526,100,25434,15863,15863,15184,100,120,513,124,-124,0,0,0,0,205,-65,228,-99,2076,-1450,1853,-1200,1481,-475,5843,-3289,0,1418,945,236,0,0,17281,8153,8989,8250,5266,1437
2022-08-03,8,,,2022-08-03T23:56:57,37466,23864,13081,2715,10622,10355,10679,1646,4989,1801,7954,2449,3487,5845,4108,4943,2716,2226,2243,478,349,129,131,315,82,18,18,17,0,0,0,10475,23829,18655,214,73,198,10,140,0,0,0,1958,1363,2510,1446,0,0,1526,100,25364,17135,17135,16542,116,299,513,124,-124,0,0,0,0,205,-53,228,-99,1894,-1398,1736,-1400,1020,-425,5083,-3375,0,1418,945,236,0,0,18553,6811,6729,7910,5298,1064
2022-08-03,9,,,2022-08-03T23:56:57,37466,24933,13081,2715,10622,10355,10679,1646,5534,2523,7954,2429,4279,5657,4093,4943,2528,2415,2357,478,268,210,217,315,74,26,26,17,0,0,0,10185,24463,19569,49,21,200,0,140,0,0,0,2058,1672,2447,1693,0,0,1526,100,25655,18309,18309,17728,114,479,513,131,-128,3,0,0,0,169,-41,178,-49,1767,-1450,1969,-1400,1086,-383,5169,-3323,0,1418,945,236,0,0,19724,5931,6624,7314,5022,754
2022-08-03,10,,,2022-08-03T23:56:57,37466,24723,13081,2715,10622,10355,10679,1646,5521,2833,7954,2478,4289,5662,3897,4943,2804,2139,2596,478,213,265,278,315,74,26,26,17,0,0,0,10449,24235,19985,50,20,200,6,144,0,300,0,2108,1822,2802,1848,0,0,1526,100,25391,19012,19012,18489,113,560,513,130,-127,3,0,0,0,181,-65,158,-29,1841,-1450,1663,-1394,1002,-349,4845,-3287,0,1418,945,236,0,0,20427,4964,5711,6737,4377,954
2022-08-03,11,,,2022-08-03T23:56:57,37466,25693,13081,2715,10622,10355,10679,1049,5681,4649,7954,2474,4273,5428,4388,4943,2443,2500,250,478,186,293,302,315,74,26,26,17,0,0,1,9478,24549,19971,116,42,210,50,420,0,300,0,2189,1903,3235,1995,0,0,1526,100,26361,19805,19805,19334,117,593,513,97,-94,3,0,0,0,181,-65,224,-95,1911,-1185,2016,-1061,1087,-199,5419,-2605,0,1418,945,236,0,0,21220,5141,5888,6658,4673,1240
2022-08-03,12,,,2022-08-03T23:56:57,37466,25981,13081,2715,10622,10355,10679,1049,5931,3442,7954,2474,4345,5426,4134,4943,2243,2700,2700,478,169,309,316,315,74,231,26,17,0,0,0,9266,25218,20973,115,0,160,0,420,0,300,0,2130,1603,3125,1603,0,0,1526,100,26573,19906,19906,19476,123,607,513,150,-147,3,0,0,0,128,-12,183,-57,1865,-1450,1954,-1289,1195,-346,5325,-3154,0,1418,945,236,0,0,21321,5252,6075,7169,4392,1522
2022-08-03,13,,,2022-08-03T23:56:57,37466,26310,13081,2715,10622,10355,10679,1049,6127,3778,7954,2474,4382,5404,4027,4943,2093,2850,2850,478,177,302,306,315,74,231,30,17,0,0,0,9127,25536,21345,116,0,160,0,420,0,405,0,2280,1461,3381,1461,0,150,1526,100,26862,19735,19982,19735,130,604,513,63,-41,22,702,-702,0,157,0,174,-65,1796,-1450,1942,-1400,1216,-367,5285,-3282,0,1418,945,236,0,0,21131,5731,6575,8282,4934,1920
